,product_name,selling_price,actual_price,average_rating,rating_and_rivew,resolution,refresh_rate,hdmi_usb,speaker,warranty,exchange_offer
0,Yuwa 24 HD 60 cm (24 inch) HD Ready LED TV,"₹5,999","₹10,192",3.5,4 Ratings & 0 Reviews,HD Ready 1366*768 Pixels,60 Hz Refresh Rate,1 x HDMI | 1 x USB,20 WATT Speaker Output,1 Year Manufacturer Warranty,Bank Offer
648,Thomson OATHPRO Series 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & D...,"₹29,999","₹40,999",4.4,"21,999 Ratings & 5,950 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
649,Thomson 9R PRO 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹29,999","₹42,999",4.4,"4,127 Ratings & 848 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
650,Compaq HUEQ G50B 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹29,999","₹54,999",4.4,18 Ratings & 3 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
651,Nokia 109 cm (43 inch) Full HD LED Smart Android TV with Sound by JBL and Powered by Harman AudioEFX,"₹29,999","₹41,999",4.1,"5,890 Ratings & 1,028 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,60 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
652,Thomson 9R Series 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹29,999","₹35,499",4.3,"6,418 Ratings & 1,796 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
653,realme 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Handsfree Voice Search and Dolby Visio...,"₹29,999","₹32,999",4.3,"25,065 Ratings & 2,928 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty On TV and 2 Years Warranty On The Display Panel,"Upto ₹8,000 Off on Exchange"
654,KODAK 7XPro 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with 40W Sound Output & Bezel-Less Des...,"₹29,999","₹42,999",4.4,"1,677 Ratings & 363 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
655,TCL P715 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Full Screen & Handsfree Voice Contro...,"₹29,990","₹59,990",4.3,913 Ratings & 98 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,19 W Speaker Output,1 Year Warranty on Product + 1 Year Additional on Panel,"Upto ₹11,700 Off on Exchange"
656,Micromax 101 cm (40 inch) Full HD LED Smart TV,"₹29,990",0,4,"4,143 Ratings & 1,183 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty,"Upto ₹8,000 Off on Exchange"
657,Vu Premium 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹29,990","₹45,000",4.4,"31,925 Ratings & 4,972 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Vu Domestic Warranty,"Upto ₹11,000 Off on Exchange"
658,Croma 109 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹29,990","₹50,000",4.3,6 Ratings & 2 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,20 Speaker Output,3 Years Standard Comprehensive Manufacturer Warranty from Croma,Bank Offer
659,TCL P615 108 cm (43 inch) Ultra HD (4K) LED Smart TV with Dolby Audio,"₹29,990","₹51,990",4.4,744 Ratings & 78 Reviews,Ultra HD (4K) 3840x2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 1 x USB,24W Speaker Output,1 Year Warranty on Product + 1 Year Additional on Panel,"Upto ₹8,000 Off on Exchange"
660,CORNEA 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹29,989","₹39,999",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,20 W Speaker Output,1 Year Standard Manufacturer Warranty From Cornea,Bank Offer
661,SONY W830 80 cm (32 inch) HD Ready LED Smart Android TV,"₹29,222","₹37,900",4.6,106 Ratings & 18 Reviews,HD Ready 1366 x 768 Pixels,50 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty on Product,Bank Offer
662,Mi 4X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹28,999",0,4.4,"57,935 Ratings & 6,361 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,,"Upto ₹8,000 Off on Exchange"
663,PHILIPS 6800 Series 108 cm (43 inch) Full HD LED Smart TV,"₹28,999","₹35,990",4,108 Ratings & 16 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 1 x USB,16 W Speaker Output,2 Years Manufacturer Warranty Upon the Date of Purchase,"Upto ₹8,000 Off on Exchange"
664,MarQ By Flipkart Innoview 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹28,999","₹34,999",4.3,"5,277 Ratings & 988 Reviews",Ultra HD (4K) 3840x2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 3 x USB,20 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
665,Vu cinema TV 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹28,999","₹50,000",4.3,538 Ratings & 65 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
666,ONIDA 109.22 cm (43 inch) Full HD LED Smart TV,"₹28,999","₹33,490",0,0,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 3 x USB,16W Speaker Output,1 Year Onida Standard Warranty,Bank Offer
667,Nokia 109 cm (43 inch) Full HD LED Smart Android TV with Sound by Onkyo and Dolby Atmos,"₹28,999","₹39,999",4.1,"5,890 Ratings & 1,028 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,39 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
668,SONY W830K 80 cm (32 inch) HD Ready LED Smart TV,"₹28,990","₹34,900",0,0,HD Ready 1366 x 768 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,Bank Offer
669,Croma 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹28,990","₹50,000",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Standard Comprehensive Manufacturer Warranty from Croma,Bank Offer
670,Haier Google Certified Android 9.0 105 cm (42 inch) Full HD LED Smart Android TV,"₹28,590","₹46,990",4.7,12 Ratings & 0 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,Bank Offer
671,Dyanora 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹28,499","₹43,999",4.1,475 Ratings & 68 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Manufacturer Warranty from the Date of Purchase.,Bank Offer
672,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹32,990","₹59,990",4.4,"5,769 Ratings & 690 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),"Upto ₹11,000 Off on Exchange"
673,Croma 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹32,990","₹60,000",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Standard Comprehensive Manufacturer Warranty from Croma,Bank Offer
674,Onix 108 cm (43 inch) Full HD LED TV,"₹32,222","₹38,790",4.8,8 Ratings & 0 Reviews,Full HD 1980 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,16 W Speaker Output,1 Year Warranty on Product,Bank Offer
675,iFFALCON 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹31,999","₹58,990",4.3,"18,623 Ratings & 2,554 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 1 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
676,Thomson OATHPRO Max 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 40W Speakers,"₹31,999","₹46,999",4.6,"2,405 Ratings & 578 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,Thomson OATHPRO Max 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 40W Speakers,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
677,KODAK CA PRO 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & Dolby Digital Plus,"₹31,999","₹46,499",4.5,593 Ratings & 159 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
678,"Coocaa 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Google Assistant, HDR 10 and Dolby Aud...","₹31,999","₹64,990",4.3,"2,658 Ratings & 599 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Domestic Warranty on Product,"Upto ₹8,000 Off on Exchange"
679,MOTOROLA Revou 2 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"₹31,999","₹39,000",4.4,746 Ratings & 116 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
680,Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"₹31,999","₹49,999",4.3,"40,666 Ratings & 3,646 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Warranty and 2 Years for Panel,"Upto ₹8,000 Off on Exchange"
681,Nokia 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"₹31,999","₹40,000",4.5,74 Ratings & 7 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
682,Hisense A6GE 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision and Dolby Atmos,"₹31,990","₹54,990",4.4,118 Ratings & 14 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
683,SAMSUNG 108 cm (43 inch) Full HD LED Smart TV,"₹30,999","₹38,900",4.4,"4,256 Ratings & 460 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year Comprehensive Warranty on Product and 1 Year Additional warranty on Panel,"Upto ₹8,000 Off on Exchange"
684,MOTOROLA ZX 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,"₹30,999","₹46,050",4.3,"20,856 Ratings & 3,405 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
685,KODAK CA Series 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & DTS TruS...,"₹30,999","₹42,999",4.5,"17,439 Ratings & 5,302 Reviews",Ultra HD (4K) 3840X2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
686,Hyundai 126 cm (50 inch) Ultra HD (4K) LED Smart TV,"₹30,990","₹71,990",4,5 Ratings & 1 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,16 W Speaker Output,1 Year Warranty on Product and 6 Months on Remote,"Upto ₹8,000 Off on Exchange"
687,Haier 109 cm (43 inch) Full HD LED Smart Android TV,"₹30,900","₹38,990",4.5,29 Ratings & 4 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,Bank Offer
688,Yuwa 55 Smart 140 cm (55 inch) Ultra HD (4K) LED Smart TV,"₹30,841","₹47,448",0,0,Ultra HD (4K) 3840*2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 WATT Speaker Output,1 Year Manufacturer Warranty,Bank Offer
689,Lloyd 98 cm (38.5 inch) Full HD LED TV,"₹30,000","₹32,990",3.9,24 Ratings & 1 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,14 W Speaker Output,3 Years Warranty,Bank Offer
690,KODAK 7XPRO Series 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹29,999","₹33,999",4.3,"3,187 Ratings & 770 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
691,Thomson 140 cm (55 inch) Ultra HD (4K) LED Smart TV,"₹29,999","₹49,999",4.1,"7,953 Ratings & 2,017 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty,"Upto ₹11,000 Off on Exchange"
692,LG 108 cm (43 inch) Full HD LED Smart TV,"₹29,999","₹40,990",4.4,"7,533 Ratings & 658 Reviews",Full HD 1920 x 1080 Pixels,50 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),"Upto ₹8,000 Off on Exchange"
693,realme 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Handsfree Voice Search and Dolby Visio...,"₹29,999","₹32,999",4.3,"25,065 Ratings & 2,928 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty On TV and 2 Years Warranty On The Display Panel,"Upto ₹8,000 Off on Exchange"
694,Thomson 9R Series 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹29,999","₹35,499",4.3,"6,418 Ratings & 1,796 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
695,KODAK 7XPro 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with 40W Sound Output & Bezel-Less Des...,"₹29,999","₹42,999",4.4,"1,677 Ratings & 363 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
696,Croma 127 cm (50 inch) Ultra HD (4K) LED Smart TV,"₹34,990","₹60,000",4,4 Ratings & 1 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,40 Speaker Output,3 Years Standard Comprehensive Manufacturer Warranty from Croma,Bank Offer
697,SAMSUNG 108 cm (43 inch) Full HD LED Smart TV,"₹34,900","₹36,900",4.3,28 Ratings & 3 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel,Bank Offer
698,SAMSUNG 108 cm (43 inch) Full HD LED Smart TV,"₹34,860","₹57,720",5,4 Ratings & 0 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,,Bank Offer
699,SAMSUNG 108 cm (43 inch) Full HD LED Smart TV,"₹34,686","₹42,400",4.1,12 Ratings & 3 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel,Bank Offer
700,LG All-in-One 108 cm (43 inch) Full HD LED Smart TV,"₹34,630","₹41,990",4.4,"5,235 Ratings & 586 Reviews",Full HD 1920 x 1080 Pixels,50 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),Bank Offer
701,Panasonic 105 cm (42 inch) HD Ready LED Smart TV,"₹34,624","₹42,990",0,0,HD Ready 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 Speaker Output,,Bank Offer
702,TOSHIBA U50 Series 126 cm (50 inch) Ultra HD (4K) LED Smart TV with Dolby Vision & ATMOS,"₹34,490","₹46,990",4.3,"1,090 Ratings & 164 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Warranty,"Upto ₹8,000 Off on Exchange"
703,KODAK 7XPro 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with 40W Sound Output & Bezel-Less Des...,"₹33,999","₹46,999",4.4,"1,677 Ratings & 363 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
704,MOTOROLA ZX Pro 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,"₹33,999","₹46,999",4.3,"20,856 Ratings & 3,405 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
705,Nokia 109 cm (43 inch) Ultra HD 4K LED Smart Android TV with Sound by Onkyo and Dolby Atmos,"₹33,999","₹45,999",4.3,"11,313 Ratings & 1,960 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,39 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
706,Blaupunkt Cybersound 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 60W Speaker...,"₹33,999","₹47,999",4.6,"3,367 Ratings & 927 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 3 x USB,Blaupunkt Cybersound 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 60W Speaker...,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
707,Nokia 109 cm (43 inch) Ultra HD 4K LED Smart Android TV with Sound by JBL and Powered by Harman AudioE...,"₹33,999","₹48,999",4.3,"2,894 Ratings & 500 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,60 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
708,Thomson 9R PRO 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV,"₹33,999","₹46,999",4.4,"4,127 Ratings & 848 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
709,Lloyd 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹33,990","₹60,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,"Upto ₹8,000 Off on Exchange"
710,Haier 102 cm (40 inch) Full HD LED Smart Android TV,"₹33,390","₹38,650",4.7,32 Ratings & 5 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1Year Warranty Provided by the Manufacturer from Date of Purchase,Bank Offer
711,Onix 108 cm (43 inch) Full HD LED Smart Android TV,"₹33,333","₹46,990",0,0,Full HD 1980 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,16 W Speaker Output,1 Year Warranty on Product,Bank Offer
712,MOTOROLA Revou 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"₹32,999","₹35,999",4.3,"2,857 Ratings & 482 Reviews",Ultra HD (4K) 3840 × 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
713,Hyundai 126 cm (50 inch) Ultra HD (4K) LED Smart TV,"₹32,999","₹77,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,16 W Speaker Output,1 Year Warranty on Product and 6 Months on Remote,"Upto ₹8,000 Off on Exchange"
714,iFFALCON 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV,"₹32,999","₹70,990",4.3,"18,623 Ratings & 2,554 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 1 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
715,Nokia 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Sound by Onkyo,"₹32,999","₹45,999",4.3,"23,210 Ratings & 3,967 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,39 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
716,"Coocaa 138 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Google Assistant, HDR 10 and Dolby Aud...","₹32,999","₹73,990",4.3,"2,658 Ratings & 599 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Domestic Warranty on Product,"Upto ₹8,000 Off on Exchange"
717,SAMSUNG Crystal 4K 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹32,999","₹52,900",4.3,"6,667 Ratings & 701 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 1 x USB,20 W Speaker Output,1 Year Product Warranty and 1 Year Additional on Panel,"Upto ₹11,000 Off on Exchange"
718,KODAK 7X Pro 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV,"₹32,999","₹39,990",4.3,"3,187 Ratings & 770 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
719,Oxygen A2 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹32,990","₹42,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Domestic Warranty on Product from Oxygen,Bank Offer
720,Haier 106 cm (42 inch) Full HD LED TV,"₹36,990",0,4,34 Ratings & 11 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,16 W Speaker Output,1 Year Company Warranty,Bank Offer
721,Croma 140 cm (55 inch) Ultra HD (4K) LED Smart TV,"₹36,990","₹75,000",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Standard Comprehensive Manufacturer Warranty from Croma,"No Cost EMI from ₹3,083/month"
722,TCL P615 126 cm (50 inch) Ultra HD (4K) LED Smart TV with Dolby Audio,"₹36,990","₹62,990",4.4,744 Ratings & 78 Reviews,Ultra HD (4K) 3840x2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 1 x USB,24W Speaker Output,1 Year Warranty on Product + 1 Year Additional on Panel,"Upto ₹8,000 Off on Exchange"
723,IMPEX AU10 108 cm (43 inch) Full HD LED Smart Android TV,"₹36,749","₹49,990",0,0,Full HD 1920x1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 Speaker Output,,Bank Offer
724,LG 108 cm (43 inch) Full HD LED Smart TV,"₹36,599","₹48,999",4.2,111 Ratings & 16 Reviews,Full HD 1920 x 1080 Pixels,50 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),Bank Offer
725,LG 109.22 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,200","₹57,990",4.6,7 Ratings & 0 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20W Speaker Output,1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module,Bank Offer
726,LG 108 cm (43 inch) Full HD LED TV,"₹35,999","₹47,990",4,22 Ratings & 2 Reviews,Full HD 1920 x 1080 Pixels,50 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module,Bank Offer
727,SAMSUNG Crystal 4K Neo Series 108 cm (43 inch) Ultra HD (4K) LED Smart TV with (Black) (2022 Model),"₹35,999","₹47,900",4.4,"7,264 Ratings & 875 Reviews",Ultra HD (4K) Crystal 4K FE UHD (3840 x 2160) Pixels,50 Hz Refresh Rate,3 x HDMI | 1 x USB,20 W Speaker Output,,"No Cost EMI from ₹3,000/month"
